# realization for 1guu-1_gph
param xbar :=
 68 2  2217.0355045266238
 68 3  -353.1280391677544
 69 1  2663.3871227315212
 69 2  2218.6567352655347
 69 3  -353.5369441188524
 70 1  2663.6004119121853
 70 2  2219.459303830926
 70 3  -353.9076736833447
 71 1  2664.1552982343283
 71 2  2220.710312786908
 71 3  -353.6279532366406
 72 1  2665.293172214778
 72 2  2220.7461838070753
 72 3  -352.8200788348588
 73 1  2666.279286851155
 73 2  2219.7898175739115
 73 3  -352.83055417044113
 74 1  2667.114988158507
 74 2  2218.8612863031535
 74 3  -351.91479400295026
 75 1  2666.4571489455334
 75 2  2218.5808062779993
 75 3  -350.45924076370096
 76 1  2666.0848800240606
 76 2  2219.506813682877
 76 3  -350.1052731709544
 77 1  2665.198053332745
 77 2  2219.806003655066
 77 3  -348.9317085580915
 78 1  2663.588562720146
 78 2  2219.343254747401
 78 3  -349.31037403790896
 79 1  2663.548428916596
 79 2  2219.2325843214912
 79 3  -349.36311987966604
 80 1  2661.93417882438
 80 2  2218.8953126708134
 80 3  -349.7909273493782
 81 1  2662.409829553671
 81 2  2217.4542132269285
 81 3  -351.2239679541883
 82 1  2662.803571431277
 82 2  2217.207711069317
 82 3  -351.4467267172263
 83 1  2662.654407469725
 83 2  2216.797985371097
 83 3  -352.8460862084151
 84 1  2663.304870902031
 84 2  2217.919693837567
 84 3  -353.88861877997095
 85 1  2663.2237459966937
 85 2  2219.2798049077714
 85 3  -353.3886707070668
 86 1  2663.87301268112
 86 2  2220.330061784082
 86 3  -353.9452100216343
 87 1  2665.4793305269104
 87 2  2220.0246376735968
 87 3  -353.948161626218
 88 1  2665.8201948401434
 88 2  2219.255246925528
 88 3  -353.41743739477204
 89 1  2667.0338869125494
 89 2  2218.9960784429577
 89 3  -352.19970039377426
 90 1  2667.711471910048
 90 2  2217.6625663441055
 90 3  -352.8861535659517
 91 1  2666.989380178626
 91 2  2216.980176657227
 91 3  -353.35134370328444
 92 1  2667.3838414593165
 92 2  2215.5324481970174
 92 3  -353.9183648737294
 93 1  2666.55130970158
 93 2  2214.439326746516
 93 3  -353.14924980404845
 94 1  2665.1909591743
 94 2  2214.5768190451363
 94 3  -353.83152185047817
 95 1  2664.2115169608683
 95 2  2213.490757942557
 95 3  -353.5660693727141
 96 1  2664.3823973334647
 96 2  2212.624078693083
 96 3  -352.4108985824627
 97 1  2663.843753980634
 97 2  2212.0695925846912
 97 3  -351.65420739609203
 98 1  2663.6271352627828
 98 2  2211.6497034245726
 98 3  -350.2975323916003
 99 1  2664.471957033838
 99 2  2212.3068439221875
 99 3  -349.21903666443876
 100 1  2665.1910037879975
 100 2  2213.284332769285
 100 3  -349.4775983597181
 101 1  2665.7022554692517
 101 2  2214.3331088087903
 101 3  -348.5328520544001
 102 1  2665.2016310778677
 102 2  2215.6166770456803
 102 3  -348.50789787377676
 103 1  2664.3937164513904
 103 2  2216.3280598206215
 103 3  -347.8134273215319
 104 1  2663.7586637980244
 104 2  2217.498447279291
 104 3  -347.88796977509446
 105 1  2664.0126718929178
 105 2  2218.570553376929
 105 3  -348.55513134852356
 106 1  2663.4781671311434
 106 2  2219.68726870938
 106 3  -348.9141650034469
 107 1  2664.0088231735067
 107 2  2221.0813565446797
 107 3  -348.77874082632616
 108 1  2665.6128951019778
 108 2  2221.232465637601
 108 3  -348.9387057268066
 109 1  2666.2290597227643
 109 2  2220.490806958702
 109 3  -349.9716570012973
 110 1  2667.348647245045
 110 2  2220.569013598297
 110 3  -349.85955580689966
 111 1  2667.8688800967025
 111 2  2219.071218933479
 111 3  -348.67836377175604
 112 1  2667.925543565375
 112 2  2219.030917752477
 112 3  -348.5552964304454
 113 1  2668.637452004812
 113 2  2218.173999512944
 113 3  -347.460067607614
 114 1  2668.023841642502
 114 2  2218.522192833296
 114 3  -346.04987528628294
 115 1  2667.1955873072334
 115 2  2219.744320994785
 115 3  -345.86747844960587
 116 1  2666.442678360342
 116 2  2219.5551902608295
 116 3  -344.65545748148025
 117 1  2665.1548713960724
 117 2  2218.5863586888127
 117 3  -344.93124668410616
 118 1  2664.504337759482
 118 2  2218.8084802440503
 118 3  -346.15676360831526
 119 1  2663.7085474818314
 119 2  2218.0268349251523
 119 3  -346.9624166368241
 120 1  2664.3841892050914
 120 2  2216.3714538575487
 120 3  -347.1702519745164
 121 1  2664.3969901679725
 121 2  2216.3408700668424
 121 3  -346.7808847535855
 122 1  2664.7900982997285
 122 2  2214.5832488023993
 122 3  -346.4185005957991
 123 1  2666.223498837239
 123 2  2214.38415677089
 123 3  -346.2179778878859
 124 1  2666.6379000519305
 124 2  2214.9865075714997
 124 3  -345.4053818068138
 125 1  2668.2132147718876
 125 2  2215.1796567539395
 125 3  -345.1135959650636
 126 1  2668.9531328134035
 126 2  2215.8187227837707
 126 3  -346.22922051628177
 127 1  2668.412679157
 127 2  2216.803722234763
 127 3  -346.8574049478402
 128 1  2668.764910359037
 128 2  2217.4382577696406
 128 3  -348.0448055986745
 129 1  2668.870206893615
 129 2  2216.3745834572387
 129 3  -349.2782852651447
 130 1  2668.042300138935
 130 2  2215.459259938914
 130 3  -349.51898975640347
 131 1  2668.3057700221666
 131 2  2214.3997686229227
 131 3  -350.2556963538842
 132 1  2669.61064539906
 132 2  2213.3690776245226
 132 3  -349.64359733841036
 133 1  2669.5700545121067
 133 2  2213.337242792382
 133 3  -348.93905421098015
 134 1  2670.9171943016063
 134 2  2212.551673794247
 134 3  -348.7138431759018
 135 1  2672.3145989998297
 135 2  2213.976552594494
 135 3  -348.53162014586644
 136 1  2672.377194800231
 136 2  2214.459317201552
 136 3  -348.3837959227716
 137 1  2673.13992938513
 137 2  2215.243530138669
 137 3  -347.2891291355225
 138 1  2672.2118013052077
 138 2  2215.6635639020933
 138 3  -345.97233074797214
 139 1  2671.0593142373923
 139 2  2215.1858624535635
 139 3  -345.9598187309808
 140 1  2669.7274404841187
 140 2  2215.5108909308237
 140 3  -345.43214759414053
 141 1  2669.0742519984174
 141 2  2216.757480764134
 141 3  -346.29740005687194
 142 1  2669.3005555333225
 142 2  2216.9454569389045
 142 3  -347.3255971820244
 143 1  2668.7258880380828
 143 2  2217.1598160286894
 143 3  -348.7125852909862
 144 1  2669.6583839717373
 144 2  2217.200801183634
 144 3  -349.8745080315883
 145 1  2670.6364299438937
 145 2  2218.070106001916
 145 3  -349.9122105443101
 146 1  2671.5740576515427
 146 2  2218.212832785534
 146 3  -351.03604076156824
 147 1  2671.937319622656
 147 2  2216.906940289988
 147 3  -351.6795912472137
 148 1  2671.416830775634
 148 2  2216.588381662483
 148 3  -352.8397648616579
 149 1  2671.6984268022493
 149 2  2215.3357308264012
 149 3  -353.5538538411092
 150 1  2671.2596351171587
 150 2  2214.166998286159
 150 3  -352.77047902852917
;
